NOMBRE,DOMICILIO,LOCALIDAD,PROVINCIA,TELEFONO,EMAIL,SITIOWEB,TIPO,AUDIENCIA,ALCANCE,PAUTA,COMENTARIOS
La 100,"Mansilla 2668, CABA",,,,,http://www.la100.com.ar/,Radio,,,"13,457,469.35",
La 990 (AM),,,,,,http://www.splendid990.com.ar/,Radio,,,"115,000.00",
La Capital,"Av. Champagnat 2551, Mar del Plata",,,0223-478-8490/7,,http://www.lacapitalmdp.com/,Diario,,Mar del Plata,,
La Corte,Fraga 167,,,5218 5050,info@la-corte.com.ar,http://www.la-corte.com.ar/,Productora Audiovisual y Estudios de Televisión,,,,
LA GACETA de Tucumán,"Mendoza 654, S.M. Tucumán",,,381 5870289,comercial@lagaceta.com.ar,http://www.lagaceta.com.ar/,Diario,,Tucuman,"3,923,166.72",
La Mañana (Bolivar),,,,,,,Diario,,Bolivar,,
La Mañana de Córdoba,,,,,,,,,Discontinuado,,"Autogestionado como Cooperativa"
La Nacion,"Av. Del Libertador 101, Vicente López",,,,,https://www.lanacion.com.ar/,Diario,160.000 promedio de ejemplares lunes a sabado y 250.000 domingos,Todo el país,"17,501,349.52",
La Nación In,"Bouchard 557, CABA",,,,,http://www.lanacion.in/,Portal Mediakit de Publicidad y Mercadeo,,Todo el pais,,
La Ocho,,,,,,,,,,,
La Opinión (Trenque Lauquen),,,,,,,Diario,,Trenque Lauquen,,
La Plata Vive,"Diagonal 80 N° 815, La Plata",,,,,http://www.laplatavive.com/,Portal,,Discontinuado,,
La Prensa,Azopardo 715,,,4349-1000,,http://www.laprensa.com.ar/,Diario,,CABA,,
La Primera,,,,,,,,,Discontinuado,,
La Razón,,,,,,,,,Discontinuado,,
La Red,,,,,,,,,,,
La Red Concordia,,,,,,,,,,,
La Red Mendoza,,,,,,,,,,,
La Red Paraná,,,,,,,,,,,
La Red Rosario,,,,,,,,,,,
La Red Victoria,,,,,,,,,,,
La Redonda,"Diagonal 80 N° 815, La Plata",,,,,http://www.fmlaredonda.com/,Radio,,La Plata,,
La semana,,,,,,,,,,,
La valijita,"Azopardo 565, CABA",,,,,,Revista,Venta 75.000/mensual - 375.000 Lectores,,,
La Verdad (Junin),,,,,,,Diario,,Junin,,
La Voz (Bragado),,,,,,,Diario,,Bragado,,
La voz de Balcarce,"Av. Champagnat 2551, Mar del Plata",,,0223-478-8490/7,,,Diario,,Balcarce,,
La Voz de Tandil,"Av. Del Valle 1202, Tandil",,,249 444 8008,,https://www.lavozdetandil.com.ar,Diario,,Tandil,,
La Voz de Villa Gesell y Pinamar,"Av. Champagnat 2551, Mar del Plata",,,,,,Diario,,Villa Gesell y Pinamar,,
La Voz del Interior,"Av. La Voz del Interior 6020, Camino a Pajas Blancas, Córdoba",,,(0351) 4757000,,http://www.lavoz.com.ar/,Diario,118.7,Córdoba,"4,267,303.17",
La Voz del Pueblo (Tres Arrollos),,,,,,,Diario,,Tres Arroyos,,
lagaceta.com.ar,"Mendoza 654, S.M. Tucumán",,,387 5334372,comercialsalta@lagaceta.com.ar,http://www.lagacetasalta.com.ar/,Portal,,,"480,000.00",
lagacetasalta.com.ar,"Mendoza 654, S.M. Tucumán",,,381 5870289,comercial@lagaceta.com.ar,http://www.lagaceta.com.ar/,Portal,,,"320,000.00",
lagacetashop.com.ar,,,,,hola@lagacetashop.com.ar,,E-commerce,,,,
Lanacion.com,"Zepita 3251, CABA",,,,,https://www.lanacion.com.ar/,Web,7.382.000 de usuarios únicos,Todo el país,"7,817,795.87",
LAPOLITICAONLINE.COM,,,,,,,,,,,
LatinoAmérica Piensa,"Pacheco 2367 2do. Depto. A, CABA",,,,,http://www.latinoamericapiensa.com/,Web,,,,
Latinos,,,,,,,,,,,
LCC La Capital Cable,"Av. Champagnat 2551, Mar del Plata",,,0223-478-4500,,http://www.lcc.net.ar/,Proveedor de TV Paga,,Mar del Plata,,
Leamos,Costa Rica 5639,,,,info@leamos.com,https://www.leamos.com/ar/,Portal – Foro de Lectura,,,,
LHO Tejidos,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
Libre,"California 2715, CABA",,,,,,Diario,,Discontinuado,,
Librocity,,,,,,,,,Discontunoado,,
Lifetime,,,,,,,TV Paga,,,,
LINDA,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
LN+,"Av. Del Libertador 101, Vicente López",,,,,https://lnmas.lanacion.com.ar/,TV Paga SD/HD + TDA,,Todo el país,,
Lonely Planet,,,,,,,Revista,,,,
Look,"California 2715, CABA",,,,,http://look.perfil.com/,Revista,,,,
Los 40 Bahía Blanca,,,,,,,,,,,
Los 40 La plata,,,,,,,,,,,
Los 40 Mar del Plata,,,,,,,,,,,
Los 40 Pinamar,,,,,,,,,,,
Los 40 Principales,Rivadavia 835,,,2.313.041,,http://los40.com.ar/,Radio,,,"5,851,018.36",
Los 40 San Bernardo,,,,,,,,,,,
Los 40 Villa Gesell,,,,,,,,,,,
Los Andes,"San Martín 1049, Mendoza",,,,,http://www.losandes.com.ar/,Diario,,,"2,401,447.18","Pauta distribuida en papel y web (2041447.51+359999.67)"
LRA 10 USHUAIA E ISLAS MALVINAS,,,,,,http://www.radionacional.com.ar/category/lra-10-ushuaia-e-islas-malvinas/,Radio,,Ushuaia,"3,520.00",
LRA 12 SANTO TOMÉ,,,,,,http://www.radionacional.com.ar/category/lra-12-santo-tome/,Radio,,Corrientes,"2,980.00",
LRA 13 BAHÍA BLANCA,,,,,,http://www.radionacional.com.ar/category/lra-13-bahia-blanca/,Radio,,Buenos Aires,,
LRA 14 SANTA FE,,,,,,http://www.radionacional.com.ar/category/lra-14-santa-fe/,Radio,,Santa Fe,"8,208.00",
LRA 15 TUCUMÁN,,,,,,http://www.radionacional.com.ar/category/lra-15-tucuman/,Radio,,Tucuman,"4,800.00",
LRA 16 LA QUIACA,,,,,,http://www.radionacional.com.ar/category/lra-16-la-quiaca/,Radio,,Jujuy,"4,200.00",
LRA 18 RÍO TURBIO,,,,,,http://www.radionacional.com.ar/category/lra-18-rio-turbio/,Radio,,Santa Cruz,"3,840.00",
LRA 19 PUERTO IGUAZÚ,,,,,,http://www.radionacional.com.ar/category/lra-19-iguazu/,Radio,,Misiones,"24,050.00",
LRA 2 VIEDMA,,,,,,http://www.radionacional.com.ar/category/lra-2-viedma/,Radio,,Viedma,"10,160.00",
LRA 20 LAS LOMITAS,,,,,,http://www.radionacional.com.ar/category/lra-20-las-lomitas/,Radio,,Formosa,,
LRA 21 SANTIAGO DEL ESTERO,,,,,,http://www.radionacional.com.ar/category/lra-21-santiago-del-estero/,Radio,,Santiago del Estero,"16,030.00",
LRA 22 JUJUY,,,,,,http://www.radionacional.com.ar/category/lra-22-jujuy/,Radio,,Jujuy,"12,500.00",
LRA 23 SAN JUAN,,,,,,http://www.radionacional.com.ar/category/lra-23-san-juan/,Radio,,San Juan,,
LRA 24 RÍO GRANDE,,,,,,http://www.radionacional.com.ar/category/lra-24-rio-grande/,Radio,,Ushuaia,"16,020.00",
LRA 25 TARTAGAL,,,,,,http://www.radionacional.com.ar/category/lra-25-tartagal/,Radio,,Santa Fe,"3,650.00",
LRA 28 LA RIOJA,,,,,,http://www.radionacional.com.ar/category/lra-28-la-rioja/,Radio,,La Rioja,"10,520.00",
LRA 29 SAN LUIS,,,,,,http://www.radionacional.com.ar/category/lra-29-san-luis/,Radio,,San Luis,"3,700.00",
LRA 3 SANTA ROSA,,,,,,http://www.radionacional.com.ar/category/lra-3-santa-rosa/,Radio,,Santa Rosa,"4,032.00",
LRA 4 SALTA,,,,,,http://www.radionacional.com.ar/category/lra-4-salta/,Radio,,Salta,"18,936.00",
LRA 42 GUALEGUAYCHÚ,,,,,,http://www.radionacional.com.ar/category/lra-42-gualeguaychu/,Radio,,Entre Rios,,
LRA 43 NEUQUÉN,,,,,,http://www.radionacional.com.ar/category/lra-43-neuquen/,Radio,,Neuquen,"3,260.00",
LRA 5 ROSARIO,,,,,,http://www.radionacional.com.ar/category/lra-5-rosario/,Radio,,Rosario,"8,208.00",
LRA 51 JACHAL,,,,,,http://www.radionacional.com.ar/category/lra-51-jachal/,Radio,,San Juan,,
LRA 52 CHOS MALAL,,,,,,http://www.radionacional.com.ar/category/lra-52-chos-malal/,Radio,,Neuquen,"3,240.00",
LRA 53 SAN MARTÍN DE LOS ANDES,,,,,,http://www.radionacional.com.ar/category/lra-53-san-martin-de-los-andes/,Radio,,Neuquen,,
LRA 54 ING. JACOBACCI,,,,,,http://www.radionacional.com.ar/category/lra-54-ing-jacobacci/,Radio,,Rio Negro,"2,960.00",
LRA 56 PERITO MORENO,,,,,,http://www.radionacional.com.ar/category/lra-56-perito-moreno/,Radio,,Santa Cruz,"3,810.00",
LRA 59 GOB. GREGORES,,,,,,http://www.radionacional.com.ar/category/lra-59-gob-gregores/,Radio,,Santa Cruz,"3,870.00",
LRA 6 MENDOZA,,,,,,http://www.radionacional.com.ar/category/lra-6-mendoza/,Radio,,Mendoza,"19,740.00",
LRA 7 CÓRDOBA,,,,,,http://www.radionacional.com.ar/category/lra-7-cordoba/,Radio,,Cordoba,"4,752.00",
LRA 8 FORMOSA,,,,,,http://www.radionacional.com.ar/category/lra-8-formosa/,Radio,,Formosa,"7,060.00",
LT 12 GRL. MADARIAGA. PASO DE LOS LIBRES,,,,,,http://www.radionacional.com.ar/category/lt-12-gral-madariaga/,Radio,,Corrientes,"3,298.68",
LT10 AM 1020,"9 de Julio 3560, Santa Fe",,,,publicidad@radiounl.com.ar,https://www.lt10.com.ar/,Radio,,Santa Fe,,
lt10.com.ar,"9 de Julio 3560, Santa Fe",,,,publicidad@radiounl.com.ar,https://www.lt10.com.ar/,Portal,,Santa Fe,,
LT15 Radio Del Litoral,,,,,,,,,,,
LT39NOTICIAS.COM.AR,,,,,,,,,,,
LU6 Radio Atlántica,"Córdoba 1863/5, Mar del Plata",,,0223-4947825,,http://www.lu6.com.ar/,Radio,,Mar del Plata,,
LU9 Radio Mar del Plata,"H. Yrigoyen 2641, Mar del Plata",,,0223-494-1039/40,,http://www.lu9mardelplata.com.ar/,Radio,,Mar del Plata,,
Lugares,"Av. Del Libertador 101, Vicente López",,,,,http://www.revistalugares.com.ar/,Revista,,Todo el pais,,
Luna,,,,,,,,,Discontinuado,,
Luna Teen,"California 2715, CABA",,,,,http://lunateen.com.ar/,Revista,,,,
Luz,"California 2715, CABA",,,,,http://luz.perfil.com/,Revista,,,"535,670.00",
LV 19 MALARGÜE,,,,,,http://www.radionacional.com.ar/category/lv-19-malargue/,Radio,,Mendoza,"2,912.70",
LV 8 LIBERTADOR. MENDOZA,,,,,,http://www.radionacional.com.ar/category/lv-8-libertador-mendoza/,Radio,,Mendoza,"5,835.00",
LV12 Online &#8211; La Radio Líder De Tucumán,"Laprida 530 San Miguel De Tucumán, Tucuman",,,0381-4845100,contacto@lv12.com.ar,http://www.lv12.com.ar/,Radio,,Tucumán,,
LW5 Radio Libertador General San Martin,"Dr. Horacio Guzmán 496, Bº Mariano Moreno",,,(0388) 4230035,,comercial@radiovisionjujuy.com.ar,,,Jujuy,,
LW8 AM 630 Radio San Salvador,"Dr. Horacio Guzmán 496, Bº Mariano Moreno",,,(0388) 4230035,,comercial@radiovisionjujuy.com.ar,,,Jujuy,,
Magallanes Media,Magallanes 1346,,,,editor@magallanesmedia.com.ar,http://www.magallanesmedia.com.ar/,Editora Web,,,,
Manualidades,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
Maru,"Av. Del Libertador 101, Vicente López",,,,,,Revista,,Discontinuado,,
Masoportunidades.com,,,,,,,,,Discontinuado,,
Max,,,,,,,TV Paga,,,,
Max prime,,,,,,,TV Paga,,,,
Max up,,,,,,,TV Paga,,,,
Maxim,"Azopardo 565, CABA",,,,,http://www.maximmexico.com/,Revista,,Discontinuado,,
MDZOL.COM,"Arístides Villanueva 444, Mendoza",,,,contacto@mdzol.com,https://www.mdzol.com,Portal,,Nacional,"633,000.00",
Mens Health Latam,"Azopardo 565, CABA",,,,,http://www.menshealthlatam.com/,Revista,,,,
Metro 95.1,Freire 932,,,,,http://www.metro951.com,Radio,,,"3,731,371.27",
Metro Bariloche,F. P. Moreno 476 4to. Piso Depto. E,,,,,,Radio,,,,
Metro Live,Freire 932,,,,,http://www.metrolive.com/,Organización de Eventos,,,,
Mi Bebé,Magallanes 1346,,,,editor@magallanesmedia.com.ar,http://www.mibebe.com.ar/,Revista,,,,
Mía,"California 2715, CABA",,,,,http://mia.perfil.com/,Revista,,,,
Mía radio,,,,,Radio,"Fader 3469, Cerro Las Rosas, Córdoba",,,http://miafm.cienradios.com/,,
Minuto Uno,Córdoba 657 8vo. Piso y Olleros 3555,,,4372-1836,,https://www.minutouno.com/,Portal,,,"682,000.00",
Mis Tortas Decoradas,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
Mitre Bahía Blanca,,,,,,https://radiomitre.cienradios.com/,Radio,,,,
Mitre CBA,"Fader 3469, Cerro Las Rosas, Córdoba",,,,,https://radiomitre.cienradios.com/mitre-cordoba/,Radio,,,,
Mitre MZA,,,,,,https://radiomitre.cienradios.com/mitre-mendoza/,Radio,,,,
Mitre Santa Fé,"Santiago del Estero 2318, Santa Fé",,,,,https://radiomitre.cienradios.com/,Radio,,,,
Mitre Tucumán,,,,,,https://radiomitre.cienradios.com/,Radio,,,,
Mix 5411,,,,,,https://www.infobae.com/mix5411/,,,,,
Montecristo,,,,,,,,,,,
Motores Argentinos,"Diagonal 80 N° 815, La Plata",,,,,http://www.motoresargentinos.com/autos/default.aspx,Portal,,La Plata,,
Mr. Sale,Colonia 170,,,,,http://www.mrsale.com.ar/,Portal E-Commerce,,,,
MTV,"Godoy Cruz 1550, CABA",,,,,http://www.mtvla.com/ar/,TV Paga SD/HD,,,,
MTV Dance,"Godoy Cruz 1550, CABA",,,,,http://www.mtv.com/,TV Paga SD/HD,,,,
MTV Hits,"Godoy Cruz 1550, CABA",,,,,http://www.mtv.com/,TV Paga SD/HD,,,,
Mublet,,,,,,,,,Discontinuado,,
Much Music,"Defensa 599 2ndo piso (1065), CABA",,,17 4318-3100,Carina.Risso@turner.com,http://muchla.com/,TV Paga,,Todo el país,,
Mujer Única,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
Mundo D,"Av. La Voz del Interior 6020, Camino a Pajas Blancas, Córdoba",,,,,http://mundod.lavoz.com.ar/,Suplemento,,,,
Mundo Gaturro,"Maipú 942 8vo, 15to. y 18vo. Piso",,,,,http://www.mundogaturro.com/,Portal,,,,
Mundo Motor,,,,,,,Suplemento semanal,45000 ejemplares,Buenos Aires,,
Mundo Poder,,,,,info@mundopoder.com,http://www.mundopoder.com/,Portal,,,,
Music Top,Suipacha 414 2do. Piso,,,,,www.diario26.com/musictop,TV paga,,CABA / GBA,,
Muy,,,,,,,,,Discontinuado,,
Muy Interesante,"Azopardo 565, CABA",,,,,http://www.muyinteresante.com.mx/,Revista,,,,
Nat Geo Kids,"Azopardo 565, CABA",,,,,http://www.ngenespanol.com/,Revista,,,,
Nat Geo Kids,Honduras 5517,,,4103-1100,,https://foxplay.com,TV Paga,,Nacional,,
Nat Geo Traveller,"Azopardo 565, CABA",,,,,http://www.ngenespanol.com/,Revista,,,,
Nat Geo Traveller,Honduras 5517,,,4103-1100,,https://foxplay.com,TV Paga,,Nacional,,
Nat Geo Wild,Honduras 5517,,,4103-1100,,https://foxplay.com,TV Paga,,Nacional,,
National Geographic,"Azopardo 565, CABA",,,,,http://www.ngenespanol.com/,Revista,,,,
National Geographic,Honduras 5517,,,4103-1100,,https://foxplay.com,TV Paga,,Nacional,,
NE Notiexpress,,,,,,http://www.notiexpress.com.ar,Portal,,Nacional,,
Neo,"California 2715, CABA",,,,,,,,Discontinuada,,
NH Gran Hotel Provincial,"Blv. Peralta Ramos 2650, Mar del Plata",,,,,http://www.granhotelprovincial.net/,Hotel 5 Estrellas,,Mar del Plata,,
Nick 2,"Godoy Cruz 1550, CABA",,,,,http://ar.mundonick.com/,TV Paga HD,,,,
Nick Jr.,"Godoy Cruz 1550, CABA",,,,,http://ar.mundonick.com/,TV Paga SD,,,,
Nick Toons,"Godoy Cruz 1550, CABA",,,,,http://ar.mundonick.com/,TV Paga SD,,,,
Nickelodeon,"Godoy Cruz 1550, CABA",,,,,http://www.mundonick.com/,TV Paga SD/HD,,,,
Nimbuzz AR,,,,,,,,,Discontinuado,,
Noche Polar,"Sarmiento 569 1ro., Cdoro. Rivadavia, Chubut",,,,,http://www.nochepolar.com.ar/,Revista,,,,
Notibonaerense.com,"Diagonal 80 N° 815, La Plata",,,,,https://www.eldia.com/seccion/la-provincia,Portal,,Discontinuado,,
Noticias,"California 2715, CABA",,,,,http://noticias.perfil.com/,Revista,,,"1,728,441.00",
Noticias (Pehuajó),,,,,,,Diario,,Pehuajo,,
Noticias Argentinas,"Moreno 769 3er piso, CABA",,,4331-3951,administracion@noticiasargentinas.com,http://www.noticiasargentinas.com.ar,Agencia de noticias,,,"60,000.00",
Nova Mix,"Fader 3469, Cerro Las Rosas, Córdoba",,,,,https://ar.cienradios.com/player/nova_mix/,Radio,,,,
Nuestra Radio [FM 102.3],Miguel de Mojica 1600,,,4105000,,http://www.cba24n.com.ar/streamam.html,Radio,,Cordoba,,
Nueva Era (Tandil),,,,,,,Diario,,Tandil,,
Nueva Terminal MDP,"San Juan 1473, Mar del Plata",,,,lanuevaterminal@gmail.com,http://www.nuevaterminalmardel.com.ar/,Terminal de Ómnibus y Trenes,,Mar del Plata,,
Oh LALÁ!,"Av. Del Libertador 101, Vicente López",,,,,http://www.revistaohlala.com/,Revista,,Todo el pais,,
Olé,"Piedras 1743, CABA",,,,,https://www.ole.com.ar/,Diario,,,"595,000.00",
ONE TV,"Olleros 3555, CABA",,,,,,TV Paga/TDT,,,,
Ovación,,,,,,,,,,,
Página/12,"Solís 1525, CABA",,,,,https://www.pagina12.com.ar/,Diario,,Todo el pais,,
Pakapaka,,,,,,http://www.pakapaka.gob.ar/,Television,,,,
Pampa,,,,,Estudios de Televisión,"Santiago del Estero 1450, Martinez",,,,,
Paparazzi,"Azopardo 565, CABA",,,,,http://www.paparazzi.com.ar/,Revista,Venta 70k/semana - 280.000 Lectores,,,
Paparazzi.com.ar,"Azopardo 565, CABA",,,,,http://www.paparazzi.com.ar/,Web,Páginas vistas por día: 100.000 / Visitantes únicos por día: 15.000,,,
Para Teens,"Azopardo 565, CABA",,,,,,Revista,Venta 70k/mensual - 350.000 Lectores,,,
Para Tí,"Azopardo 565, CABA",,,,,,Revista,Venta 45k/semana - 185.000 Lectores,,,
Para Tí Deco,"Azopardo 565, CABA",,,,,,Revista,Venta 60k/bimensual - 240.000 Lectores,,,
Para Tí Mamá,"Azopardo 565, CABA",,,,,,Revista,Venta 30k/bimensual,,,
Parabrisas,"California 2715, CABA",,,,,http://parabrisas.perfil.com/,Revista,,,,
Paramount Channel,"Godoy Cruz 1550, CABA",,,,,http://www.paramountchannel.la/,TV Paga SD/HD,,,,
Parati.com.ar,"Azopardo 565, CABA",,,,,https://www.infobae.com/parati/,,Páginas vistas por día: 10.000 / Visitantes únicos por día: 2.000,,,
Paratimama.com.ar,"Azopardo 565, CABA",,,,,https://www.infobae.com/parati/,Web,Páginas vistas por día: 5.200 / Visitantes únicos por día: 1.500,,,
Paseo Aldrey,"Sarmiento 2685, Mar del Plata",,,0223 451-8679,informes@paseoaldreycyc.com.ar,http://www.paseoaldrey.net/,Paseo de Compras,,Mar del Plata,,
Pc Magazine,"Azopardo 565, CABA",,,,,,Revista,,,,
Perfil FM,"California 2715, CABA",,,,,,,,Transmision de prueba,,
Perfil Móvil,"California 2715, CABA",,,,,,Servicios WAP/SMS,,,,
Perfil TV,"California 2715, CABA",,,,,,,,Sin transmitir,,
Perfil.com,"California 2715, CABA",,,,,http://www.perfil.com/,,,,"2,956,475.00",
Pichuco,,,,,,,,,Discontinuado,,
Pin,"Venezuela 370, CABA",,,,,http://www.revistapin.com.ar/,Revista,,"CABA, GBA",,
Plan Deco,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
PlayFútbol,Humboldt 1550,,,,,https://www.infobae.com/deportes/,,,Discontinuado,,
Popstar,Magallanes 1346,,,,editor@magallanesmedia.com.ar,http://www.popstar.com.ar/,Revista,,,,
Popular Mechanics,"Azopardo 565, CABA",,,,,,Revista,,Discontinuado,,
Portal 140,"California 2715, CABA",,,,,http://140.perfil.com/,Portal,,,,
Portal 442,"California 2715, CABA",,,,,http://442.perfil.com/,Portal,,,,
PPT &#8211; Pensado para Televisión SA,Virrey Loreto 2899,,,,,http://www.pensadoparatv.com.ar/,Productora Audiovisual,,,,
Premium,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
Primera Fila,,,,,,,,,,,
Primicias Ya,,,,,,,,,,,
Pronto,Magallanes 1346,,,,editor@magallanesmedia.com.ar,http://www.pronto.com.ar/,Revista,,,,
Psicología (+),Costa Rica 5639,,,,,,Revista,,,,
Publicaciones Publiexpress,Magallanes 1346,,,,editor@magallanesmedia.com.ar,http://www.publiexpress.com.ar/,Editora,,,,
Publicaciones Utilisíma,"Azopardo 565, CABA",,,,,,Revista,,,,
Pulso Urbano,Freire 948,,,,,http://www.pulsourbano.com.ar/,Portal,,,,
QB9,,,,info@qb9.net,Desarrollo de Juegos,Colonia 170,,,http://www.qb9.net/,,
Quiero Música en mi Idioma,"Cochabamba 1153, CABA",,,,,http://www.qmusica.tv/,TV Paga SD/HD,,,,
Quilmes Presente,"Diagonal 80 N° 815, La Plata",,,,,http://www.quilmespresente.com/,Portal,,Nacional,,
Radio 95 Siete,,,,,,,,,,,
Radio AM 1560 Tandil,"Av. del Valle 1202, Tandil",,,02993-44-2144,,https://www.lavozdetandil.com.ar/,Radio,,Tandil,,
Radio América/ Perfil,"California 2715, CABA",,,,,,Radio,,Sin transmitir,,
Radio Andina (FM 104.5),Comandante Salas 200,,,San Rafael,Mendoza,http://www.radioandina.com.ar/,,,,"40,500.00",
Radio Calingasta,,,,,,,,,,,
Radio del Plata,,,,,,,,,,,
Radio FMQ,"Yrigoyen 619 1ºJ, CABA",,,42541541,info@radiofmq.com,http://www.radiofmq.com,Radio,,"CABA, GBA",,
Radio Latina,Suipacha 414 3er. Piso,,,6380 3320,comercial@latina101.com.ar,www.latina101.com.ar/,Radio,,CABA / GBA,,
Radio Malena,"Venezuela 370 2do. Piso, CABA",,,,,http://radiomalena.com/,Radio,,"CABA, GBA",,
Radio Mitre,"Mansilla 2668, CABA",,,,,http://www.radiomitre.com.ar/,Radio,,,,
Radio Nihuil,,,,,,,,,,,
Radio Panorama,"Misiones 541, Santiago del Estero",,,(0385) 421-1911,,http://www.radiopanorama.com.ar/,Radio,,,,
Radio Popular,,,,,,,,,,,
Radio Seis,"Ruta Nacional 237 Km. 1638, Bariloche, Río Negro",,,,,https://www.bariloche2000.com/,Radio,,,,
Radio UNO FM 103.1,ARENALES 2467,,,52399622,info@radiouno.com.ar,http://www.radiouno.com.ar/,Radio,,"CABA, GBA","191,000.00",
Radio Victoria,,,,,,,,,,,
Radio X,"Mansilla 2668, CABA",,,,,https://ar.cienradios.com/player/radio_x/,Radio,,,,
RAE,,,,,,http://www.radionacional.com.ar/rae-argentina-al-mundo/,Radio,,Nacional,,
Rating Cero,Córdoba 657 8vo. Piso y Olleros 3555,,,4372-1836,,https://www.ratingcero.com/,Portal,,,,
Revista Ahora,,,,,,,,,Discontinuado,,
Revista Ahora Mamá,"Av. Del Libertador 101, Vicente López",,,,,http://www.ahoramama.com.ar/,Revista,,Todo el pais,,
Revista el Gourmet,,,,,,,,,Discontinuado,,
Revista La Nación,,,,,,,Revista,,,"798,614.10",
Revista Ñ,"Piedras 1743, CABA",,,,,https://www.clarin.com/revista-enie/,Revista,,,,
REVISTA NUEVA,,,,,,,,,,,
Revista Socios,"Sarmiento 569 1ro., Cdoro. Rivadavia, Chubut",,,,,,,,,,
revistasusana.com,"Av. Del Libertador 101, Vicente López",,,,,http://www.revistasusana.com/,Revista,,Todo el pais,,
RING,,,,,Ebanistas Y Talladores De Muebles Y Objetos De Arte,"Avenida Córdoba 1539, CABA",,,,,
ROCK,,,,,,,,,,,
Rock &#038; Pop,"Conde 935, Capital Federal",,,4535 7625,comercial@fmrockandpop.com,http://fmrockandpop.com/,Radio,,,"5,353,281.99",
Rock &#038; Pop ( Mar del Plata),,,,,,http://rockandpopmdp.com/,Radio,,,,
Rolling Stone (Argentina),"Av. Del Libertador 101, Vicente López",,,,,http://www.rollingstone.com.ar/,Revista,,Todo el pais,,
Rosario/12,"Solís 1525, CABA",,,,,https://www.pagina12.com.ar/suplementos/rosario12/05-03-2018,Diario,,Rosario,,
Rosario3.com,"Avda. Pte. J. D. Perón 8101, Rosario",,,341 457 5415,info@rosario3.com,https://www.rosario3.com/,Portal,,,"450,000.00",
Rouge,"California 2715, CABA",,,,,http://rouge.perfil.com/,Revista,,,,
Rumbos,Colonia 170,,,4943- 8700,info@cmimediosregionales.com.ar,http://www.cmimediosregionales.com.ar/rumbos.html,Revista,,,,
Saber Vivir,Magallanes 1346,,,,editor@magallanesmedia.com.ar,http://www.sabervivir.com.ar/,Revista,,,,
San Isidro Labrador FM 95.5,Av. Centenario 456 7mo. Piso,,,,,http://www.labrador955.com.ar/,Radio,,San Isidro,"214,750.00",
San Luis CTV,,,,,,,Televisión por cable,,,,
SANJUAN8.COM,,,,,,,,,,,
SCRUM.com,"Tomkinson 1750, San Isidro",,,,,http://www.scrum.com/,Portal,,,,
Semana,"California 2715, CABA",,,,,,,,Discontinuado,,
Semanario,"California 2715, CABA",,,,,http://semanario.perfil.com/,,,Discontinuado,,
Ser Padres Hoy,"Azopardo 565, CABA",,,,,http://www.serpadres.com/,Revista,,,,
Seventeen,"Azopardo 565, CABA",,,,,http://www.seventeen.com.ar/,Revista,,,,
Shop &#038; CO,"Piedras 1743, CABA",,,,,,Revista,,,,
Shop1.com,,,,,,,,,Dicontinuada,,
Si Música,Chile 760,,,,,,Productora de Eventos,,,,
SitioAndino.com.ar,"Peltier 10 - Ciudad de Mendoza, Argentina",,,54 (0261) 4059750,redaccion@sitioandino.com.ar,SitioAndino.com.ar,Portal,,Nacional,"225,000.00",
Sociedad y Poder,,,,,,,,,Discontinuado,,
SomosJujuy.com.ar,"Dr. Horacio Guzmán 496, Bº Mariano Moreno",,,(0388) 4230035,,comercial@radiovisionjujuy.com.ar,,,Jujuy,,
Sony,,,,,,,,,,,
Sony Spin,,,,,,,,,,,
Space,"Defensa 599 2ndo piso (1065), CABA",,,18 4318-3100,Carina.Risso@turner.com,http://www.spacego.tv/,TV Paga,,Todo el país,,
SRT Servicio de Radio y tv Universidad nacional de Córdoba,,,,,,,,,,,
Starphone,"Patagones 2847, CABA",,,,,http://www.starphone.com.ar/,Portal de E-Commerce,,Discontinuado,,
Studio,,,,,,,TV Paga,,,,
Studio HD,,,,,,,TV Paga,,,,
Super TC2000,"Tacuarí 1959, CABA",,,011-4363-0002,jbarreiro@auto-sports.com.ar,http://www.supertc2000.com.ar/,Productora de Eventos,,,,
Super TV Guía,Magallanes 1346,,,,editor@magallanesmedia.com.ar,,Revista,,Discontinuado,,
Supercampo,"California 2715, CABA",,,,,http://supercampo.perfil.com/,Revista,,,,
Supercanal (proveedor triple play Cuyo),,,,,,,,,,,
Supercanal BTC,,,,,,,,,,,
Syfy,,,,,,,TV Paga,,,,
T&#038;T,Balcarce 510,,,,,,Productora Audiovisual,,,,
Tango City,Colonia 170,,,,,http://www.tangocity.com/,Portal,,,,
